"","P","Sub","Number","Species","Ht","DBH","D30","Max_DBH","Max_D30","CSA_BH","CSA_30","Code"
"4240",18,7,"4346","Amaioua intermedia",5,"2.5+1+1.7","3.5",2.5,3.5,7.96393065,9.621119375,"AMIN"
"4241",18,7,"4347","Miconia sellowiana",2.1,"1.2","1.3",1.2,1.3,1.1309724,1.327321775,"MISE"
"4242",18,7,"4348","Miconia sellowiana",2.2,"1","1",1,1,0.7853975,0.7853975,"MISE"
"4243",18,7,"4349","Rapanea umbellata",4,"3.8","4.5",3.8,4.5,11.3411399,15.904299375,"RAUM"
"4244",18,7,"4350","Siparuna guianensis",3.5,"1.5","2.2",1.5,2.2,1.767144375,3.8013239,"SIGU"
"4245",18,7,"4351","Lacistema hasslerianum",2.8,"1.6","1.8",1.6,1.8,2.0106176,2.5446879,"LAHA"
"4246",18,7,"4352","Maprounea guianensis",3,"1.9","2.5",1.9,2.5,2.835284975,4.908734375,"MAGU"
"4247",18,7,"4353","Myrcia fallax",2.6,"1.2","1.2",1.2,1.2,1.1309724,1.1309724,"MYFA"
"4248",18,7,"4354","Myrcia fallax",5,"2.9","3.3",2.9,3.3,6.605192975,8.552978775,"MYFA"
"4249",18,7,"4355","Siparuna guianensis",5,"2.8","4.1",2.8,4.1,6.1575164,13.202531975,"SIGU"
"4250",18,7,"4356","Machaerium brasiliense",2.8,"2.6","2.3",2.6,2.3,5.3092871,4.154752775,"MABR"
"4251",18,7,"4357","Eugenia sp5",6,"3","3.4",3,3.4,7.0685775,9.0791951,"EUSP"
"4252",18,7,"4358","Amaioua intermedia",3,"1.2","1.9",1.2,1.9,1.1309724,2.835284975,"AMIN"
"4253",18,7,"4359","Psychotria vellosiana",4,"2.9","3.5",2.9,3.5,6.605192975,9.621119375,"PSVE"
"4254",18,7,"4360","Daphnopsis racemosa",2.6,"1","1.4",1,1.4,0.7853975,1.5393791,"DARA"
"4255",18,7,"4361","Daphnopsis racemosa",2.6,"1.4","1.3",1.4,1.3,1.5393791,1.327321775,"DARA"
"4256",18,8,"4362","Ocotea corymbosa",8,"9.2","11.9",9.2,11.9,66.4760444,111.220139975,"OCCO"
"4257",18,8,"4363","Anadenanthera falcata",2,"6.8","8.1",6.8,8.1,36.3167804,51.529929975,"ANFA"
"4258",18,8,"4364","Anadenanthera falcata",9,"14.6","13.2",14.6,13.2,167.4153311,136.8476604,"ANFA"
"4259",18,8,"4365","Ocotea corymbosa",7,"9.2","11",9.2,11,66.4760444,95.0330975,"OCCO"
"4260",18,8,"4366","Siparuna guianensis",6,"5.3","6.3",5.3,6.3,22.061815775,31.172426775,"SIGU"
"4261",18,8,"4367","Amaioua intermedia",5,"5.1","6",5.1,6,20.428188975,28.27431,"AMIN"
"4262",18,8,"4368","Amaioua intermedia",5,"5.8","7.2",5.8,7.2,26.4207719,40.7150064,"AMIN"
"4263",18,8,"4369","Ocotea corymbosa",8,"7.8","8.1",7.8,8.1,47.7835839,51.529929975,"OCCO"
"4264",18,8,"4370","Annona coriacea",8,"13.6","14.3",13.6,14.3,145.2671216,160.605934775,"ANCO"
"4265",18,8,"4371","Amaioua intermedia",6,"7.2","7.8",7.2,7.8,40.7150064,47.7835839,"AMIN"
"4266",18,8,"4372","Daphnopsis racemosa",7,"6","7.1",6,7.1,28.27431,39.591887975,"DARA"
"4267",18,8,"4373","Amaioua intermedia",6,"6.8","8.1",6.8,8.1,36.3167804,51.529929975,"AMIN"
"4268",18,8,"4374","Daphnopsis racemosa",8,"14.8","13.8",14.8,13.8,172.0334684,149.5710999,"DARA"
"4269",18,8,"4375","Amaioua intermedia",7,"7.4","8.1",7.4,8.1,43.0083671,51.529929975,"AMIN"
"4270",18,8,"4376","Ocotea corymbosa",8,"9.1+9.9","16.4",9.9,16.4,142.01557595,211.2405116,"OCCO"
"4271",18,8,"4377","Amaioua intermedia",8,"8.4","9.3",8.4,9.3,55.4176476,67.929029775,"AMIN"
"4272",18,8,"4378","Amaioua intermedia",8,"11.8","13",11.8,13,109.3587479,132.7321775,"AMIN"
"4273",18,8,"4379","Amaioua intermedia",5,"5.5","9.2",5.5,9.2,23.758274375,66.4760444,"AMIN"
"4274",18,8,"4380","Amaioua intermedia",4,"1.7","1.9",1.7,1.9,2.269798775,2.835284975,"AMIN"
"4275",18,8,"4381","Amaioua intermedia",6,"5.2","6.1",5.2,6.1,21.2371484,29.224640975,"AMIN"
"4276",18,8,"4382","Amaioua intermedia",2.5,"1.3","1.3",1.3,1.3,1.327321775,1.327321775,"AMIN"
"4277",18,8,"4383","Amaioua intermedia",7,"6.1","6.8",6.1,6.8,29.224640975,36.3167804,"AMIN"
"4278",18,8,"4384","Daphnopsis racemosa",5,"3.9","4.6",3.9,4.6,11.945895975,16.6190111,"DARA"
"4279",18,8,"4385","Siparuna guianensis",6,"4+2.1","4.6",4,4.6,16.029962975,16.6190111,"SIGU"
"4280",18,8,"4386","Myrcia lingua",4,"5.7","5.2",5.7,5.2,25.517564775,21.2371484,"MYLI"
"4281",18,8,"4387","Daphnopsis racemosa",5,"5","5.5",5,5.5,19.6349375,23.758274375,"DARA"
"4282",18,8,"4388","Siparuna guianensis",7,"7.6","8.7",7.6,8.7,45.3645596,59.446736775,"SIGU"
"4283",18,8,"4389","Daphnopsis racemosa",6,"1.3","1.7",1.3,1.7,1.327321775,2.269798775,"DARA"
"4284",18,8,"4390","Siparuna guianensis",6,"4.5","5.3",4.5,5.3,15.904299375,22.061815775,"SIGU"
"4285",18,8,"4391","Myrcia venulosa",4,"1.5","2",1.5,2,1.767144375,3.14159,"MYVE"
"4286",18,8,"4392","Amaioua intermedia",7,"5.4","5.2",5.4,5.2,22.9021911,21.2371484,"AMIN"
"4287",18,8,"4393","Platymenia reticulata",19,"1.8","1.9",1.8,1.9,2.5446879,2.835284975,"PLRE"
"4288",18,8,"4394","Amaioua intermedia",2.5,"1.5","1.9",1.5,1.9,1.767144375,2.835284975,"AMIN"
"4289",18,8,"4395","Amaioua intermedia",4,"4.6","5",4.6,5,16.6190111,19.6349375,"AMIN"
"4290",18,8,"4396","Amaioua intermedia",3.5,"2.9+2.9","4.9",2.9,4.9,13.21038595,18.857393975,"AMIN"
"4291",18,8,"4397","Siparuna guianensis",3.5,"1.9","2.1",1.9,2.1,2.835284975,3.463602975,"SIGU"
"4292",18,9,"4398","Ocotea corymbosa",6,"10.6","11",10.6,11,88.2472631,95.0330975,"OCCO"
"4293",18,9,"4399","Dalbergia miscolobium",6,"10.9","14.5",10.9,14.5,93.313076975,165.129824375,"DAMI"
"4294",18,9,"4400","Amaioua intermedia",7,"6.8","7.3",6.8,7.3,36.3167804,41.853832775,"AMIN"
"4295",18,9,"4401","Anadenanthera falcata",4,"11","11.9",11,11.9,95.0330975,111.220139975,"ANFA"
"4296",18,9,"4402","Daphnopsis racemosa",7,"5.7","7",5.7,7,25.517564775,38.4844775,"DARA"
"4297",18,9,"4403","Daphnopsis racemosa",8,"6.4","7.1",6.4,7.1,32.1698816,39.591887975,"DARA"
"4298",18,9,"4404","Ocotea corymbosa",9,"13","14.9",13,14.9,132.7321775,174.366098975,"OCCO"
"4299",18,9,"4405","Amaioua intermedia",6,"5.9","6.7",5.9,6.7,27.339686975,35.256493775,"AMIN"
"4300",18,9,"4406","Daphnopsis racemosa",5.5,"5.7","6.3",5.7,6.3,25.517564775,31.172426775,"DARA"
"4301",18,9,"4407","Siparuna guianensis",5,"5.2","6",5.2,6,21.2371484,28.27431,"SIGU"
"4302",18,9,"4408","Daphnopsis racemosa",9,"10.6","12.3",10.6,12.3,88.2472631,118.822787775,"DARA"
"4303",18,9,"4410","Pera obovata",10,"9.4","9.8",9.4,9.8,69.3977231,75.4295759,"PEOB"
"4304",18,9,"4411","Daphnopsis racemosa",9,"12","12.9",12,12.9,113.09724,130.697997975,"DARA"
"4305",18,9,"4412","Ocotea corymbosa",8,"6.7","8.5",6.7,8.5,35.256493775,56.744969375,"OCCO"
"4306",18,9,"4413","Copaifera langsdorffii",12,"193","20",193,20,29255.2714775,314.159,"COLA"
"4307",18,9,"4414","Ocotea corymbosa",12,"20.4+15.3+17+9.7","39+12.3",20.4,39,811.58265265,1313.412385275,"OCCO"
"4308",18,9,"4415","Ocotea corymbosa",9,"11.4","14",11.4,14,102.0702591,153.93791,"OCCO"
"4309",18,9,"4416","Amaioua intermedia",7,"8.4","9.1",8.4,9.1,55.4176476,65.038766975,"AMIN"
"4310",18,9,"4417","Amaioua intermedia",4,"2.4","2.6",2.4,2.6,4.5238896,5.3092871,"AMIN"
"4311",18,9,"4418","Daphnopsis racemosa",6,"3.5","3.8",3.5,3.8,9.621119375,11.3411399,"DARA"
"4312",18,9,"4419","Amaioua intermedia",7,"6.6","7",6.6,7,34.2119151,38.4844775,"AMIN"
"4313",18,9,"4420","Amaioua intermedia",2,"1.4","2",1.4,2,1.5393791,3.14159,"AMIN"
"4314",18,9,"4421","Amaioua intermedia",4,"2.5","3",2.5,3,4.908734375,7.0685775,"AMIN"
"4315",18,9,"4422","Siparuna guianensis",3,"1.4","2.4",1.4,2.4,1.5393791,4.5238896,"SIGU"
"4316",18,9,"4423","Siparuna guianensis",6,"5.1","6.1",5.1,6.1,20.428188975,29.224640975,"SIGU"
"4317",18,9,"4424","Amaioua intermedia",5,"2.7","3.3",2.7,3.3,5.725547775,8.552978775,"AMIN"
"4318",18,9,"4426","Amaioua intermedia",4,"3.8","4.3",3.8,4.3,11.3411399,14.521999775,"AMIN"
"4319",18,9,"4427","Amaioua intermedia",4,"3.7+1.9","4.6",3.7,4.6,13.58737675,16.6190111,"AMIN"
"4320",18,9,"4428","Siparuna guianensis",5,"3.8","4.2",3.8,4.2,11.3411399,13.8544119,"SIGU"
"4321",18,9,"4429","Siparuna guianensis",5,"3.4","4.2",3.4,4.2,9.0791951,13.8544119,"SIGU"
"4322",18,9,"4430","Amaioua intermedia",2.8,"1.4+1","2.3",1.4,2.3,2.3247766,4.154752775,"AMIN"
"4323",18,9,"4431","Pera obovata",12,"20.3","23.3",20.3,23.3,323.654455775,426.384448775,"PEOB"
"4324",18,9,"4432","Siparuna guianensis",3.5,"2","2.4",2,2.4,3.14159,4.5238896,"SIGU"
"4325",18,9,"4433","Siparuna guianensis",3.5,"2","2.6",2,2.6,3.14159,5.3092871,"SIGU"
"4326",18,9,"4435","Siparuna guianensis",6,"5.3","6",5.3,6,22.061815775,28.27431,"SIGU"
"4327",18,10,"4436","Ocotea corymbosa",7,"7","7.5",7,7.5,38.4844775,44.178609375,"OCCO"
"4328",18,10,"4437","Amaioua intermedia",8,"9.4","10",9.4,10,69.3977231,78.53975,"AMIN"
"4329",18,10,"4438","Anadenanthera falcata",9,"12.3","19.4",12.3,19.4,118.822787775,295.5922031,"ANFA"
"4330",18,10,"4439","Copaifera langsdorffii",12,"24.7","27",24.7,27,479.163160775,572.5547775,"COLA"
"4331",18,10,"4440","Siparuna guianensis",7,"5.5","6.3",5.5,6.3,23.758274375,31.172426775,"SIGU"
"4332",18,10,"4441","Amaioua intermedia",7,"7.2+5.2","8.5+6.5",7.2,8.5,61.9521548,89.92801375,"AMIN"
"4333",18,10,"4442","Ocotea corymbosa",8,"9","9.2",9,9.2,63.6171975,66.4760444,"OCCO"
"4334",18,10,"4443","Amaioua intermedia",7,"10.3","13.5",10.3,13.5,83.322820775,143.138694375,"AMIN"
"4335",18,10,"4444","Amaioua intermedia",7,"11.2","12.3",11.2,12.3,98.5202624,118.822787775,"AMIN"
"4336",18,10,"4445","Piptocarpha axillaris",12,"17.2","19",17.2,19,232.3519964,283.5284975,"PIAX"
"4337",18,10,"4446","Amaioua intermedia",7,"6.5","7.5",6.5,7.5,33.183044375,44.178609375,"AMIN"
"4338",18,10,"4447","Vochysia tucanorum",7,"5.1","6.1",5.1,6.1,20.428188975,29.224640975,"VOTU"
"4339",18,10,"4448","Daphnopsis racemosa",8,"8.8","9.1",8.8,9.1,60.8211824,65.038766975,"DARA"
"4340",18,10,"4449","Ocotea corymbosa",9,"11.7","14.4",11.7,14.4,107.513063775,162.8600256,"OCCO"
"4341",18,10,"4450","Siparuna guianensis",6,"2.6","3",2.6,3,5.3092871,7.0685775,"SIGU"
"4342",18,10,"4451","Schefflera vinosa",3.2,"1.4","1.7",1.4,1.7,1.5393791,2.269798775,"SCVI"
"4343",18,10,"4452","Guatteria nigrescens",2.2,"2.8","3",2.8,3,6.1575164,7.0685775,"GUNI"
"4344",18,10,"4453","Amaioua intermedia",4.5,"2","2.4",2,2.4,3.14159,4.5238896,"AMIN"
"4345",18,10,"4454","Siparuna guianensis",5,"2.8","3.6",2.8,3.6,6.1575164,10.1787516,"SIGU"
"4346",18,10,"4455","Amaioua intermedia",4.5,"2.5","3",2.5,3,4.908734375,7.0685775,"AMIN"
"4347",18,10,"4456","Siparuna guianensis",6,"2.9+1.3","3.5",2.9,3.5,7.93251475,9.621119375,"SIGU"
"4348",18,10,"4457","Amaioua intermedia",5,"4.3","5",4.3,5,14.521999775,19.6349375,"AMIN"
"4349",18,10,"4458","Amaioua intermedia",6,"5.1","5.4",5.1,5.4,20.428188975,22.9021911,"AMIN"
"4350",18,10,"4459","Anadenanthera falcata",3,"3.5","5.3",3.5,5.3,9.621119375,22.061815775,"ANFA"
"4351",18,10,"4462","Ouratea spectabilis",5,"114","14",114,14,10207.02591,153.93791,"OUSP"
"4352",18,10,"4463","Siparuna guianensis",6,"4.1","4.6",4.1,4.6,13.202531975,16.6190111,"SIGU"
"4353",18,10,"4464","Amaioua intermedia",5,"4.1","4.5",4.1,4.5,13.202531975,15.904299375,"AMIN"
"4354",18,10,"4465","Ouratea spectabilis",6,"10","10.2",10,10.2,78.53975,81.7127559,"OUSP"
"4355",19,1,"5186","Gochnatia polymorpha",4.5,"6.3","9.6",6.3,9.6,31.172426775,72.3822336,"GOPO"
"4356",19,1,"5187","Erythroxylum suberosum",4,"6.5","8.5",6.5,8.5,33.183044375,56.744969375,"ERSU"
"4357",19,1,"5188","Ocotea corymbosa",6,"8+14.3","16.3",14.3,16.3,210.871374775,208.672261775,"OCCO"
"4358",19,1,"5189","Plenckia populnea",4.5,"7.8","8.4",7.8,8.4,47.7835839,55.4176476,"PLPO"
"4359",19,1,"5190","Myrcia fallax",5,"8.7","9",8.7,9,59.446736775,63.6171975,"MYFA"
"4360",19,1,"5191","Ocotea corymbosa",7,"11.3+8+11.9","33.3",11.9,33.3,261.77298675,870.919433775,"OCCO"
"4361",19,1,"5192","Stryphnodendron rotundifolium",4,"9.1","9.3",9.1,9.3,65.038766975,67.929029775,"STRO"
"4362",19,1,"5193","Gochnatia polymorpha",6,"7.6","9.5",7.6,9.5,45.3645596,70.882124375,"GOPO"
"4363",19,1,"5194","Ocotea corymbosa",7,"11.5","13.2",11.5,13.2,103.868819375,136.8476604,"OCCO"
"4364",19,1,"5195","Ouratea spectabilis",4.5,"10","9.2",10,9.2,78.53975,66.4760444,"OUSP"
"4365",19,1,"5196","Ocotea corymbosa",5.5,"6.4","6.5",6.4,6.5,32.1698816,33.183044375,"OCCO"
"4366",19,1,"5197","Ocotea corymbosa",5,"6.5","6.8",6.5,6.8,33.183044375,36.3167804,"OCCO"
"4367",19,1,"5198","Rapanea umbellata",4,"4.5","5.2",4.5,5.2,15.904299375,21.2371484,"RAUM"
"4368",19,1,"5199","Rapanea umbellata",1.6,"1.1","1.9",1.1,1.9,0.950330975,2.835284975,"RAUM"
"4369",19,1,"5200","Gochnatia barrosii",2.2,"1.1","1.5",1.1,1.5,0.950330975,1.767144375,"GOBA"
"4370",19,1,"5201","Gochnatia polymorpha",4,"5","6",5,6,19.6349375,28.27431,"GOPO"
"4371",19,1,"5202","Gochnatia polymorpha",2.8,"2","4",2,4,3.14159,12.56636,"GOPO"
"4372",19,1,"5203","Gochnatia barrosii",2.5,"1.6","3.2",1.6,3.2,2.0106176,8.0424704,"GOBA"
"4373",19,2,"5204","Gochnatia polymorpha",5,"10","10.6",10,10.6,78.53975,88.2472631,"GOPO"
"4374",19,2,"5205","Ocotea corymbosa",6,"7.3","7.7",7.3,7.7,41.853832775,46.566217775,"OCCO"
"4375",19,2,"5206","Ocotea corymbosa",5,"7.8+6.2","8.5+7.9",7.8,8.5,77.9742638,105.76162735,"OCCO"
"4376",19,2,"5207","Ocotea corymbosa",4,"5.3","6.2",5.3,6.2,22.061815775,30.1906799,"OCCO"
"4377",19,2,"5208","Ocotea corymbosa",5.5,"9.5","11.1",9.5,11.1,70.882124375,96.768825975,"OCCO"
"4378",19,2,"5209","Myrcia fallax",4,"6","6.2",6,6.2,28.27431,30.1906799,"MYFA"
"4379",19,2,"5210","Ocotea corymbosa",8.5,"12.8","13.5",12.8,13.5,128.6795264,143.138694375,"OCCO"
"4380",19,2,"5211","Ocotea corymbosa",5.5,"9","11.5",9,11.5,63.6171975,103.868819375,"OCCO"
"4381",19,2,"5212","Gochnatia polymorpha",5,"9+11","10.9+10.6",11,10.9,158.650295,181.560340075,"GOPO"
"4382",19,2,"5213","Campomanesia adamantium",2.2,"3+2","6.2",3,6.2,10.2101675,30.1906799,"CAAD"
"4383",19,2,"5214","Ocotea corymbosa",3.5,"3.2+2.3","7",3.2,7,12.197223175,38.4844775,"OCCO"
"4384",19,3,"5215","Ocotea corymbosa",5,"10.4","12",10.4,12,84.9485936,113.09724,"OCCO"
"4385",19,3,"5216","Gochnatia polymorpha",4,"5.5","7",5.5,7,23.758274375,38.4844775,"GOPO"
"4386",19,3,"5217","Gochnatia polymorpha",4,"7.6+6.8","13",7.6,13,81.68134,132.7321775,"GOPO"
"4387",19,3,"5218","Gochnatia polymorpha",4.5,"6.6","10.5",6.6,10.5,34.2119151,86.590074375,"GOPO"
"4388",19,3,"5219","Dimorphandra mollis",5,"6+6.8","10.8",6.8,10.8,64.5910904,91.6087644,"DIMO"
"4389",19,3,"5220","Leptolobium elegans",2.6,"7.7","9.1",7.7,9.1,46.566217775,65.038766975,"LEEL"
"4390",19,3,"5221","Tocoyena formosa",2.6,"2","3.7",2,3.7,3.14159,10.752091775,"TOFO"
"4391",19,3,"5222","Aegiphila verticillata",2,"1.5","2.2",1.5,2.2,1.767144375,3.8013239,"AEVE"
"4392",19,3,"5223","Gochnatia barrosii",2.5,"2+1.7","3.2",2,3.2,5.411388775,8.0424704,"GOBA"
"4393",19,3,"5224","Ocotea corymbosa",2.5,"1.2","2",1.2,2,1.1309724,3.14159,"OCCO"
"4394",19,4,"5225","Gochnatia polymorpha",5,"13.5","15",13.5,15,143.138694375,176.7144375,"GOPO"
"4395",19,4,"5226","Ocotea corymbosa",5,"7.5","8.5",7.5,8.5,44.178609375,56.744969375,"OCCO"
"4396",19,4,"5227","Ocotea corymbosa",6.5,"9.5+6.4+9+9.3","11.3+6.8+11.9+10.8",9.5,11.9,234.59823325,339.43309155,"OCCO"
"4397",19,4,"5228","Ocotea corymbosa",4.5,"5.5+5.5","6.9+7.1",5.5,7.1,47.51654875,76.98466295,"OCCO"
"4398",19,4,"5229","Ocotea corymbosa",3.5,"5.5","5.6",5.5,5.6,23.758274375,24.6300656,"OCCO"
"4399",19,4,"5230","Ocotea corymbosa",7.5,"12.7","17",12.7,17,126.676762775,226.9798775,"OCCO"
"4400",19,4,"5231","Ocotea corymbosa",5,"8.5","9",8.5,9,56.744969375,63.6171975,"OCCO"
"4401",19,4,"5232","Rapanea umbellata",4,"4","5.1",4,5.1,12.56636,20.428188975,"RAUM"
"4402",19,4,"5233","Erythroxylum cunneifolium",4,"2","2",2,2,3.14159,3.14159,"ERCU"
"4403",19,4,"5234","Ocotea corymbosa",3.5,"1.3","1.8",1.3,1.8,1.327321775,2.5446879,"OCCO"
"4404",19,4,"5235","Eugenia lutescens",1.8,"1.2","2.5",1.2,2.5,1.1309724,4.908734375,"EULU"
"4405",19,4,"5236","Miconia ligustroides",2,"1","1.9",1,1.9,0.7853975,2.835284975,"MILI"
"4406",19,4,"5237","Gochnatia barrosii",2.3,"1.2","2",1.2,2,1.1309724,3.14159,"GOBA"
"4407",19,4,"5238","Gochnatia barrosii",2.5,"1.5+1.3","3.5",1.5,3.5,3.09446615,9.621119375,"GOBA"
"4408",19,4,"5239","Leptolobium elegans",1.6,"2.3+2","8.5",2.3,8.5,7.296342775,56.744969375,"LEEL"
"4409",19,5,"5240","Gochnatia polymorpha",5,"11+9","16",11,16,158.650295,201.06176,"GOPO"
"4410",19,5,"5241","Gochnatia polymorpha",4,"8.5+8.9","14.2",8.9,14.2,118.95630535,158.3675519,"GOPO"
"4411",19,5,"5242","Ocotea corymbosa",3.2,"2+3","2.8+3.5",3,3.5,10.2101675,15.778635775,"OCCO"
"4412",19,5,"5243","Schefflera vinosa",2.3,"1.1","1.4",1.1,1.4,0.950330975,1.5393791,"SCVI"
"4413",19,5,"5244","Lippia sidoides",3,"2.6+1.5","2.1",2.6,2.1,7.076431475,3.463602975,"LISI"
"4414",19,5,"5245","Gochnatia barrosii",2.5,"1.2","1.4",1.2,1.4,1.1309724,1.5393791,"GOBA"
"4415",19,5,"5246","Gochnatia barrosii",2.5,"2+2.5+3","2.5+3+4.5",3,4.5,15.118901875,27.88161125,"GOBA"
"4416",19,5,"5247","Machaerium brasiliense",3,"2","2.5",2,2.5,3.14159,4.908734375,"MABR"
"4417",19,5,"5248","Lippia sidoides",2.8,"2","5.1",2,5.1,3.14159,20.428188975,"LISI"
"4418",19,5,"5249","Lippia sidoides",3.5,"2.1+2+2.3","4",2.3,4,10.75994575,12.56636,"LISI"
"4419",19,5,"5250","Ouratea spectabilis",4,"8.5","9.8",8.5,9.8,56.744969375,75.4295759,"OUSP"
"4420",19,5,"5251","Ocotea corymbosa",3,"7.2+5.9","8.5+6.3",7.2,8.5,68.054693375,87.91739615,"OCCO"
"4421",19,5,"5252","Gochnatia polymorpha",3,"6","8",6,8,28.27431,50.26544,"GOPO"
"4422",19,6,"5253","Gochnatia polymorpha",3.5,"8.5","9.6",8.5,9.6,56.744969375,72.3822336,"GOPO"
"4423",19,6,"5254","Ocotea corymbosa",4.5,"5.2+5.8","6.1+6",5.8,6.1,47.6579203,57.498950975,"OCCO"
"4424",19,6,"5255","Gochnatia barrosii",1.8,"1.8","1.8",1.8,1.8,2.5446879,2.5446879,"GOBA"
"4425",19,6,"5256","Vochysia tucanorum",2.3,"1.5","3.5",1.5,3.5,1.767144375,9.621119375,"VOTU"
"4426",19,6,"5257","Ocotea corymbosa",2.3,"1.1","2.3",1.1,2.3,0.950330975,4.154752775,"OCCO"
"4427",19,6,"5258","Campomanesia adamantium",2.1,"1.6","3.1",1.6,3.1,2.0106176,7.547669975,"CAAD"
"4428",19,6,"5259","Campomanesia adamantium",2.1,"2.5","3.5",2.5,3.5,4.908734375,9.621119375,"CAAD"
"4429",19,6,"5260","Campomanesia adamantium",2,"2","3",2,3,3.14159,7.0685775,"CAAD"
"4430",19,6,"5261","Campomanesia adamantium",2.3,"2.1+2.5","3+2.2",2.5,3,8.37233735,10.8699014,"CAAD"
"4431",19,6,"5262","Campomanesia adamantium",2,"2+1.2","2.5+2.3",2,2.5,4.2725624,9.06348715,"CAAD"
"4432",19,6,"5263","Lippia sidoides",2.2,"2","1.8",2,1.8,3.14159,2.5446879,"LISI"
"4433",19,6,"5264","Campomanesia adamantium",2.1,"2.2","3.1",2.2,3.1,3.8013239,7.547669975,"CAAD"
"4434",19,6,"5265","Campomanesia adamantium",2.1,"2.1","3",2.1,3,3.463602975,7.0685775,"CAAD"
"4435",19,6,"5266","Campomanesia adamantium",2.1,"1.6","2.5",1.6,2.5,2.0106176,4.908734375,"CAAD"
"4436",19,6,"5267","Campomanesia adamantium",1.8,"2","2.3",2,2.3,3.14159,4.154752775,"CAAD"
"4437",19,6,"5268","Campomanesia adamantium",2,"1.2+1.6+1.5","3.8",1.6,3.8,4.908734375,11.3411399,"CAAD"
"4438",19,6,"5269","Campomanesia adamantium",2,"1.6+1.1+2.2","45",2.2,45,6.762272475,1590.4299375,"CAAD"
"4439",19,6,"5270","Campomanesia adamantium",2,"1","3",1,3,0.7853975,7.0685775,"CAAD"
"4440",19,7,"5271","Ocotea corymbosa",6,"8.7+11","12.4",11,12.4,154.479834275,120.7627196,"OCCO"
"4441",19,7,"5272","Ocotea corymbosa",6,"11.6","12",11.6,12,105.6830876,113.09724,"OCCO"
"4442",19,7,"5273","Myrcia fallax",4.5,"6.5","6.6",6.5,6.6,33.183044375,34.2119151,"MYFA"
"4443",19,7,"5274","Myrcia fallax",4.5,"7.1+7.8","12.1",7.8,12.1,87.375471875,114.990047975,"MYFA"
"4444",19,7,"5275","Leptolobium elegans",3.2,"5.2","7.2",5.2,7.2,21.2371484,40.7150064,"LEEL"
"4445",19,7,"5276","Aegiphila verticillata",4,"8.1","10.2",8.1,10.2,51.529929975,81.7127559,"AEVE"
"4446",19,7,"5277","Lippia sidoides",2.5,"1.5","2.5",1.5,2.5,1.767144375,4.908734375,"LISI"
"4447",19,7,"5278","Ocotea corymbosa",3.5,"2.1","3.5",2.1,3.5,3.463602975,9.621119375,"OCCO"
"4448",19,7,"5279","Ocotea corymbosa",2.5,"1.8","2.1",1.8,2.1,2.5446879,3.463602975,"OCCO"
"4449",19,7,"5280","Stryphnodendron rotundifolium",2,"1.8","7.5",1.8,7.5,2.5446879,44.178609375,"STRO"
"4450",19,7,"5281","Myrcia fallax",3.2,"3.1+2.3","3.2+3.6",3.1,3.6,11.70242275,18.221222,"MYFA"
"4451",19,7,"5282","Gochnatia barrosii",2.3,"1.6+1.2","3.5",1.6,3.5,3.14159,9.621119375,"GOBA"
"4452",19,8,"5283","Platymenia reticulata",6.5,"10","11.1",10,11.1,78.53975,96.768825975,"PLRE"
"4453",19,8,"5284","Ocotea corymbosa",6,"9.5+7.3","10.3+8.6",9.5,10.3,112.73595715,141.410819875,"OCCO"
"4454",19,8,"5285","Ocotea corymbosa",5,"7.2","7.6",7.2,7.6,40.7150064,45.3645596,"OCCO"
"4455",19,8,"5286","Ouratea spectabilis",7,"13.5","14",13.5,14,143.138694375,153.93791,"OUSP"
"4456",19,8,"5287","Aegiphila verticillata",4.2,"10","13",10,13,78.53975,132.7321775,"AEVE"
"4457",19,8,"5288","Ouratea spectabilis",5,"9.3","10.7",9.3,10.7,67.929029775,89.920159775,"OUSP"
"4458",19,8,"5289","Ocotea corymbosa",8,"13+111","13.1+9.5",111,13.1,9809.614775,205.66418935,"OCCO"
"4459",19,8,"5290","Ouratea spectabilis",2.5,"5","10",5,10,19.6349375,78.53975,"OUSP"
"4460",19,8,"5291","Ocotea corymbosa",6.5,"9.3","11.1",9.3,11.1,67.929029775,96.768825975,"OCCO"
"4461",19,8,"5292","Ocotea corymbosa",6,"6.8+6.2","8.5+7.2",6.8,8.5,66.5074603,97.459975775,"OCCO"
"4462",19,8,"5293","Ocotea corymbosa",6,"5.5","7",5.5,7,23.758274375,38.4844775,"OCCO"
"4463",19,8,"5294","Schefflera vinosa",5,"5.8","6.5",5.8,6.5,26.4207719,33.183044375,"SCVI"
"4464",19,8,"5295","Myrcia fallax",5,"10.4+6.2","12.8",10.4,12.8,115.1392735,128.6795264,"MYFA"
"4465",19,8,"5296","Schefflera vinosa",3.5,"2.1","2.6",2.1,2.6,3.463602975,5.3092871,"SCVI"
"4466",19,8,"5297","Schefflera vinosa",3,"2.2","2.8",2.2,2.8,3.8013239,6.1575164,"SCVI"
"4467",19,8,"5298","Rapanea ferruginea",3.8,"1.5+1.5","1.8+1.8",1.5,1.8,3.53428875,5.0893758,"RAFE"
"4468",19,8,"5299","Gochnatia barrosii",2.8,"1","1.7",1,1.7,0.7853975,2.269798775,"GOBA"
"4469",19,8,"5300","Erythroxylum cunneifolium",2.5,"1.8+1.7","2.4",1.8,2.4,4.814486675,4.5238896,"ERCU"
